YEAR,NFIREID,BASRC,FIREMAPS,FIREMAPM,FIRECAUS,HS_SDATE,HS_EDATE,AG_SDATE,AG_EDATE,CAPDATE,POLY_HA,ADJ_HA,ADJ_FLAG,ADMIN_AREA,NATPARK,PRESCRIBED,VERSION,GID,unit_id
2023.0000000000,1085.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/05/15,,2023/05/16,0.3974822112,0.5180649152,true,MB,,,"20240530",2023_1085,"22"
2023.0000000000,1096.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/06/21,,2023/07/17,0.0995559841,0.1368780760,true,MB,,,"20240530",2023_1096,"22"
2023.0000000000,111.0000000000,Agency,Aerial survey,Direct from GPS,Natural,2023/08/13,2023/08/14,2023/07/02,,2023/08/29,692.0057809200,676.2791044600,true,MB,,,"20240530",2023_111,"22"
2023.0000000000,1065.0000000000,Agency,Aerial survey,Buffered points,Undetermined,,,2023/06/24,,2023/06/26,0.9941787390,1.2507425854,true,MB,,,"20240530",2023_1065,"22"
2023.0000000000,1160.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/08/20,,2023/08/25,3.1848307499,3.8307140586,true,MB,,,"20240530",2023_1160,"22"
2023.0000000000,378.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,,,2023/05/11,,2023/05/25,8.4033212556,8.4033212556,,MB,,,"20240530",2023_378,"22"
2023.0000000000,1100.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/07/01,,2023/07/15,0.1991030515,0.2665198432,true,MB,,,"20240530",2023_1100,"22"
2023.0000000000,1047.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/06/03,,2023/06/05,0.0995018625,0.1368065354,true,MB,,,"20240530",2023_1047,"22"
2023.0000000000,385.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,,,2023/05/25,,2023/06/08,4.0306075148,4.0306075148,,MB,,,"20240530",2023_385,"22"
2023.0000000000,1046.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/06/03,,2023/06/07,0.9952306012,1.2520148099,true,MB,,,"20240530",2023_1046,"22"
2023.0000000000,1064.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/06/24,,2023/06/25,0.1987851510,0.2661107083,true,MB,,,"20240530",2023_1064,"22"
2023.0000000000,451.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,,,2023/08/23,,2023/10/08,2.5558725711,2.5558725711,,MB,,,"20240530",2023_451,"22"
2023.0000000000,1039.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/06/13,,2023/06/15,0.0062942504,0.0096267633,true,MB,,,"20240530",2023_1039,"22"
2023.0000000000,1146.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/07/12,,2023/07/16,0.4977412707,0.6431330012,true,MB,,,"20240530",2023_1146,"22"
2023.0000000000,1025.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/06/10,,2023/06/18,0.7545862027,0.9594740959,true,MB,,,"20240530",2023_1025,"22"
2023.0000000000,449.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/08/14,,2023/09/08,4.0836859445,4.0836859445,,MB,,,"20240530",2023_449,"22"
2023.0000000000,1110.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/08/01,,2023/09/01,0.4964722507,0.6415564891,true,MB,,,"20240530",2023_1110,"22"
2023.0000000000,1122.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/09/24,,2023/09/30,0.4976202025,0.6429826041,true,MB,,,"20240530",2023_1122,"22"
2023.0000000000,1040.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/07/01,,2023/07/03,0.0108749916,0.0162855166,true,MB,,,"20240530",2023_1040,"22"
2023.0000000000,1083.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/05/15,,2023/05/17,0.0995539633,0.1368754048,true,MB,,,"20240530",2023_1083,"22"
2023.0000000000,1060.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/06/11,,2023/06/12,0.0994899768,0.1367908241,true,MB,,,"20240530",2023_1060,"22"
2023.0000000000,413.0000000000,MAFiMS,Landsat,Processed imagery,Natural,,,2023/06/11,,2023/08/22,11.4975454710,11.4975454710,,MB,,,"20240530",2023_413,"22"
2023.0000000000,446.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,,,2023/08/05,,2023/09/02,1.7769209592,1.7769209592,,MB,,,"20240530",2023_446,"22"
2023.0000000000,463.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/07/20,,2023/08/08,12.3974004690,12.3974004690,,MB,,,"20240530",2023_463,"22"
2023.0000000000,1035.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/07/26,,2023/09/01,5.1050476498,6.0295697328,true,MB,,,"20240530",2023_1035,"22"
2023.0000000000,388.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,,,2023/05/28,,2023/06/08,3.3656753404,3.3656753404,,MB,,,"20240530",2023_388,"22"
2023.0000000000,407.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/06/08,,2023/06/22,2.4068178675,2.4068178675,,MB,,,"20240530",2023_407,"22"
2023.0000000000,418.0000000000,MAFiMS,Landsat,Processed imagery,Human,,,2023/06/25,,2023/07/25,9.9896362568,9.9896362568,,MB,,,"20240530",2023_418,"22"
2023.0000000000,1101.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/07/02,,2023/07/06,1.6926849403,2.0862283731,true,MB,,,"20240530",2023_1101,"22"
2023.0000000000,1029.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/08/02,,2023/10/25,4.0426650666,4.8179724717,true,MB,,,"20240530",2023_1029,"22"
2023.0000000000,1067.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/07/19,,2023/07/24,0.0995261688,0.1368386648,true,MB,,,"20240530",2023_1067,"22"
2023.0000000000,1108.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/07/21,,2023/07/24,1.9871804949,2.4340812120,true,MB,,,"20240530",2023_1108,"22"
2023.0000000000,1105.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/07/11,,2023/07/15,1.4925701838,1.8485401521,true,MB,,,"20240530",2023_1105,"22"
2023.0000000000,1092.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/06/15,,2023/06/19,0.2986952464,0.3936252490,true,MB,,,"20240530",2023_1092,"22"
2023.0000000000,373.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,,,2023/05/04,,2023/05/15,9.2503283522,9.2503283522,,MB,,,"20240530",2023_373,"22"
2023.0000000000,1086.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/05/19,,2023/05/23,0.9955538759,1.2524057993,true,MB,,,"20240530",2023_1086,"22"
2023.0000000000,1056.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/06/07,,2023/06/10,0.9941882009,1.2507540297,true,MB,,,"20240530",2023_1056,"22"
2023.0000000000,1113.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/08/04,,2023/08/06,0.0995566493,0.1368789552,true,MB,,,"20240530",2023_1113,"22"
2023.0000000000,1048.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/06/03,,2023/06/05,0.1990447852,0.2664448568,true,MB,,,"20240530",2023_1048,"22"
2023.0000000000,1165.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/09/17,,2023/09/21,0.1990204159,0.2664134943,true,MB,,,"20240530",2023_1165,"22"
2023.0000000000,1149.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/07/21,,2023/07/23,0.0995003797,0.1368045754,true,MB,,,"20240530",2023_1149,"22"
2023.0000000000,1069.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/08/05,,2023/08/07,0.9941739620,1.2507368075,true,MB,,,"20240530",2023_1069,"22"
2023.0000000000,430.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/07/02,,2023/07/22,26.4597903370,26.4597903370,,MB,,,"20240530",2023_430,"22"
2023.0000000000,458.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/07/02,,2023/07/22,5.8649242140,5.8649242140,,MB,,,"20240530",2023_458,"22"
2023.0000000000,417.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/06/18,,2023/07/08,4.2365595304,4.2365595304,,MB,,,"20240530",2023_417,"22"
2023.0000000000,443.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/08/02,,2023/09/22,7.0309470388,7.0309470388,,MB,,,"20240530",2023_443,"22"
2023.0000000000,1137.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/06/17,,2023/06/18,0.0995083877,0.1368151608,true,MB,,,"20240530",2023_1137,"22"
2023.0000000000,439.0000000000,MAFiMS,Landsat,Processed imagery,Natural,,,2023/07/25,,2023/08/20,9.1281795968,9.1281795968,,MB,,,"20240530",2023_439,"22"
2023.0000000000,1058.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/06/08,,2023/06/11,0.7960908783,1.0101590609,true,MB,,,"20240530",2023_1058,"22"
2023.0000000000,1028.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/07/03,,2023/07/05,0.3048441134,0.4014125817,true,MB,,,"20240530",2023_1028,"22"
2023.0000000000,436.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/07/22,,2023/08/22,1.0227152512,1.0227152512,,MB,,,"20240530",2023_436,"22"
2023.0000000000,1059.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/06/09,,2023/06/13,0.5969067043,0.7658770061,true,MB,,,"20240530",2023_1059,"22"
2023.0000000000,1119.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/09/12,,2023/09/26,3.9809753365,4.7472677787,true,MB,,,"20240530",2023_1119,"22"
2023.0000000000,1045.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/05/31,,2023/06/01,0.0993884406,0.1366566041,true,MB,,,"20240530",2023_1045,"22"
2023.0000000000,1111.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/08/02,,2023/08/04,0.0995350085,0.1368503495,true,MB,,,"20240530",2023_1111,"22"
2023.0000000000,401.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/07/01,,2023/07/08,3.1493338366,3.1493338366,,MB,,,"20240530",2023_401,"22"
2023.0000000000,399.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/06/23,,2023/07/08,3.2536842211,3.2536842211,,MB,,,"20240530",2023_399,"22"
2023.0000000000,374.0000000000,MAFiMS,Landsat,Processed imagery,Human,,,2023/05/05,,2023/05/23,15.7431731050,15.7431731050,,MB,,,"20240530",2023_374,"22"
2023.0000000000,1166.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/09/21,,2023/09/26,0.1991250646,0.2665481728,true,MB,,,"20240530",2023_1166,"22"
2023.0000000000,1050.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/06/04,,2023/06/05,0.0995266182,0.1368392588,true,MB,,,"20240530",2023_1050,"22"
2023.0000000000,1024.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/05/10,,2023/05/11,1.4618341561,1.8119279445,true,MB,,,"20240530",2023_1024,"22"
2023.0000000000,1123.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/09/27,,2023/10/01,4.4716788789,5.3085629330,true,MB,,,"20240530",2023_1123,"22"
2023.0000000000,1068.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/08/04,,2023/08/07,0.0994030671,0.1366759391,true,MB,,,"20240530",2023_1068,"22"
2023.0000000000,1061.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/06/11,,2023/06/19,0.4969256359,0.6421197504,true,MB,,,"20240530",2023_1061,"22"
2023.0000000000,1026.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/06/11,,2023/06/17,1.4193527706,1.7612758161,true,MB,,,"20240530",2023_1026,"22"
2023.0000000000,398.0000000000,MAFiMS,Landsat,Processed imagery,Natural,,,2023/06/09,,2023/06/30,12.1615743220,12.1615743220,,MB,,,"20240530",2023_398,"22"
2023.0000000000,1095.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/06/21,,2023/06/22,0.9956511482,1.2525234458,true,MB,,,"20240530",2023_1095,"22"
2023.0000000000,1139.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/06/21,,2023/06/24,0.4976686791,0.6430428244,true,MB,,,"20240530",2023_1139,"22"
2023.0000000000,432.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/07/03,,2023/09/08,4.1726906499,4.1726906499,,MB,,,"20240530",2023_432,"22"
2023.0000000000,1148.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/07/19,,2023/07/23,0.0994917636,0.1367931861,true,MB,,,"20240530",2023_1148,"22"
2023.0000000000,1080.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/05/06,,2023/05/07,0.1990980736,0.2665134369,true,MB,,,"20240530",2023_1080,"22"
2023.0000000000,1038.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/08/05,,2023/09/01,1.5450341223,1.9109674042,true,MB,,,"20240530",2023_1038,"22"
2023.0000000000,1082.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/05/15,,2023/05/17,0.0995539169,0.1368753434,true,MB,,,"20240530",2023_1082,"22"
2023.0000000000,1118.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/08/12,,2023/08/16,0.1991344365,0.2665602340,true,MB,,,"20240530",2023_1118,"22"
2023.0000000000,1120.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/09/17,,2023/09/22,0.4976023468,0.6429604226,true,MB,,,"20240530",2023_1120,"22"
2023.0000000000,1102.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/07/02,,2023/07/18,0.0995599373,0.1368833014,true,MB,,,"20240530",2023_1102,"22"
2023.0000000000,1114.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/08/11,,2023/08/16,0.0995617403,0.1368856847,true,MB,,,"20240530",2023_1114,"22"
2023.0000000000,390.0000000000,MAFiMS,Landsat,Processed imagery,Natural,,,2023/06/03,,2023/06/17,3.0857423463,3.0857423463,,MB,,,"20240530",2023_390,"22"
2023.0000000000,419.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,,,2023/06/26,,2023/07/10,1.8266548969,1.8266548969,,MB,,,"20240530",2023_419,"22"
2023.0000000000,1094.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/06/20,,2023/06/23,0.2987097335,0.3936436036,true,MB,,,"20240530",2023_1094,"22"
2023.0000000000,1147.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/07/17,,2023/07/19,0.1990543930,0.2664572218,true,MB,,,"20240530",2023_1147,"22"
2023.0000000000,422.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/06/30,,2023/07/22,10.4457813710,10.4457813710,,MB,,,"20240530",2023_422,"22"
2023.0000000000,368.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,,,2023/04/30,,2023/05/08,8.3494552726,8.3494552726,,MB,,,"20240530",2023_368,"22"
2023.0000000000,402.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/07/04,,2023/08/22,20.9355229180,20.9355229180,,MB,,,"20240530",2023_402,"22"
2023.0000000000,1121.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/09/12,,2023/09/30,0.9952066714,1.2519858674,true,MB,,,"20240530",2023_1121,"22"
2023.0000000000,1053.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/06/06,,2023/06/08,0.0994412566,0.1367264219,true,MB,,,"20240530",2023_1053,"22"
2023.0000000000,1042.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/05/23,,2023/05/24,0.0994234933,0.1367029407,true,MB,,,"20240530",2023_1042,"22"
2023.0000000000,1031.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/08/12,,2023/08/16,1.2647081512,1.5763785459,true,MB,,,"20240530",2023_1031,"22"
2023.0000000000,387.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,,,2023/05/28,,2023/06/23,14.5841729490,14.5841729490,,MB,,,"20240530",2023_387,"22"
2023.0000000000,444.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/08/02,,2023/09/22,21.3401691410,21.3401691410,,MB,,,"20240530",2023_444,"22"
2023.0000000000,426.0000000000,MAFiMS,Landsat,Processed imagery,Natural,,,2023/07/01,,2023/07/22,58.3194906630,58.3194906630,,MB,,,"20240530",2023_426,"22"
2023.0000000000,414.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/06/12,,2023/07/22,22.2945490420,22.2945490420,,MB,,,"20240530",2023_414,"22"
2023.0000000000,386.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,,,2023/05/26,,2023/06/12,18.8231193020,18.8231193020,,MB,,,"20240530",2023_386,"22"
2023.0000000000,434.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/07/05,,2023/07/25,30.4424005120,30.4424005120,,MB,,,"20240530",2023_434,"22"
2023.0000000000,395.0000000000,MAFiMS,Landsat,Processed imagery,Natural,,,2023/06/04,,2023/06/17,12.0827912570,12.0827912570,,MB,,,"20240530",2023_395,"22"
2023.0000000000,421.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/06/26,,2023/07/22,19.3127765150,19.3127765150,,MB,,,"20240530",2023_421,"22"
2023.0000000000,462.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/07/19,,2023/08/08,2.1668184807,2.1668184807,,MB,,,"20240530",2023_462,"22"
2023.0000000000,425.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/07/01,,2023/07/22,3.6067769281,3.6067769281,,MB,,,"20240530",2023_425,"22"
2023.0000000000,406.0000000000,MAFiMS,Landsat,Processed imagery,Natural,,,2023/06/05,,2023/06/30,31.5912121190,31.5912121190,,MB,,,"20240530",2023_406,"22"
2023.0000000000,456.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,,,2023/06/24,,2023/07/25,39.3253216510,39.3253216510,,MB,,,"20240530",2023_456,"22"
2023.0000000000,416.0000000000,MAFiMS,Landsat,Processed imagery,Natural,,,2023/06/16,,2023/07/20,51.8633441890,51.8633441890,,MB,,,"20240530",2023_416,"22"
2023.0000000000,448.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/08/12,,2023/09/08,18.6422061590,18.6422061590,,MB,,,"20240530",2023_448,"22"
2023.0000000000,420.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/06/26,,2023/07/22,39.9641969890,39.9641969890,,MB,,,"20240530",2023_420,"22"
2023.0000000000,405.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,,,2023/05/15,,2023/06/08,56.9206931260,56.9206931260,,MB,,,"20240530",2023_405,"22"
2023.0000000000,466.0000000000,MAFiMS,Sentinel-2,Processed imagery,Undetermined,,,,,2023/09/05,4.1335083647,4.1335083647,,MB,,,"20240530",2023_466,"22"
2023.0000000000,396.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/06/04,,2023/06/22,41.8211405370,41.8211405370,,MB,,,"20240530",2023_396,"22"
2023.0000000000,1033.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/07/21,,2023/07/28,0.6069694966,0.7782861244,true,MB,,,"20240530",2023_1033,"22"
2023.0000000000,1027.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/06/24,,2023/06/26,1.1460545145,1.4339248510,true,MB,,,"20240530",2023_1027,"22"
2023.0000000000,1066.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/07/03,,2023/07/05,0.9947296025,1.2514088598,true,MB,,,"20240530",2023_1066,"22"
2023.0000000000,1071.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/08/06,,2023/08/08,0.0994351115,0.1367182986,true,MB,,,"20240530",2023_1071,"22"
2023.0000000000,1079.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/05/05,,2023/05/06,1.4915008803,1.8472669087,true,MB,,,"20240530",2023_1079,"22"
2023.0000000000,431.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/07/03,,2023/07/25,80.2490890190,80.2490890190,,MB,,,"20240530",2023_431,"22"
2023.0000000000,429.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/07/02,,2023/07/22,41.5293574180,41.5293574180,,MB,,,"20240530",2023_429,"22"
2023.0000000000,148.0000000000,MAFiMS,Landsat,Processed imagery,Natural,,,2023/08/12,,2023/09/17,403.2572753800,403.2572753800,,MB,,,"20240530",2023_148,"22"
2023.0000000000,427.0000000000,MAFiMS,Landsat,Processed imagery,Natural,,,2023/07/01,,2023/07/22,48.3733549230,48.3733549230,,MB,,,"20240530",2023_427,"22"
2023.0000000000,1115.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/08/11,,2023/08/16,1.9912789122,2.4389074302,true,MB,,,"20240530",2023_1115,"22"
2023.0000000000,1030.0000000000,Agency,Aerial survey,Direct from GPS,Undetermined,,,2023/08/07,,2023/08/10,0.8437591916,1.0682455733,true,MB,,,"20240530",2023_1030,"22"
2023.0000000000,1097.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/06/25,,2023/07/17,0.0995516344,0.1368723264,true,MB,,,"20240530",2023_1097,"22"
2023.0000000000,1134.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/06/16,,2023/06/18,0.4974904309,0.6428213935,true,MB,,,"20240530",2023_1134,"22"
2023.0000000000,1112.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/08/02,,2023/08/05,0.9957021294,1.2525851051,true,MB,,,"20240530",2023_1112,"22"
2023.0000000000,1051.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/06/05,,2023/06/07,0.1989075368,0.2662682206,true,MB,,,"20240530",2023_1051,"22"
2023.0000000000,1054.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/06/06,,2023/06/08,0.0994390750,0.1367235380,true,MB,,,"20240530",2023_1054,"22"
2023.0000000000,1036.0000000000,Agency,Aerial survey,Direct from GPS,Natural,,,2023/07/26,,2023/07/30,0.2151502570,0.2871405539,true,MB,,,"20240530",2023_1036,"22"
2023.0000000000,1093.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/06/17,,2023/06/19,0.2981582976,0.3929449295,true,MB,,,"20240530",2023_1093,"22"
2023.0000000000,1116.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/08/11,,2023/08/27,2.4890554680,3.0224469509,true,MB,,,"20240530",2023_1116,"22"
2023.0000000000,1081.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/05/13,,2023/05/14,0.1991192628,0.2665407062,true,MB,,,"20240530",2023_1081,"22"
2023.0000000000,1164.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/09/15,,2023/09/26,0.0995055736,0.1368114410,true,MB,,,"20240530",2023_1164,"22"
2023.0000000000,1152.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/07/23,,2023/07/26,0.0995433102,0.1368613231,true,MB,,,"20240530",2023_1152,"22"
2023.0000000000,1074.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/08/11,,2023/08/13,0.0994309788,0.1367128356,true,MB,,,"20240530",2023_1074,"22"
2023.0000000000,1041.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/05/21,,2023/05/22,0.4973134189,0.6426014954,true,MB,,,"20240530",2023_1041,"22"
2023.0000000000,1077.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/09/23,,2023/10/19,0.0995228395,0.1368342640,true,MB,,,"20240530",2023_1077,"22"
2023.0000000000,117.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,2023/06/29,2023/07/31,2023/06/29,,2023/08/15,22853.2058830000,22853.2058830000,,MB,,,"20240530",2023_117,"23"
2023.0000000000,372.0000000000,MAFiMS,Landsat,Processed imagery,Human,2023/05/03,2023/05/03,2023/05/04,,2023/05/15,847.6838515800,847.6838515800,,MB,,,"20240530",2023_372,"23"
2023.0000000000,379.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,2023/05/11,2023/05/11,2023/05/11,,2023/05/25,110.9629800300,110.9629800300,,MB,,,"20240530",2023_379,"23"
2023.0000000000,375.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,2023/05/06,2023/05/06,2023/05/06,,2023/05/15,92.4910731830,92.4910731830,,MB,,,"20240530",2023_375,"23"
2023.0000000000,1156.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/08/01,,2023/08/04,0.1991089728,0.2665274635,true,MB,,,"20240530",2023_1156,"23"
2023.0000000000,143.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,2023/05/14,2023/05/14,2023/05/14,,2023/05/30,88.2123021840,88.2123021840,,MB,,,"20240530",2023_143,"23"
2023.0000000000,102.0000000000,MAFiMS,Sentinel-2,Processed imagery,Undetermined,,,,,2023/05/30,18.3402214130,18.3402214130,,MB,,,"20240530",2023_102,"23"
2023.0000000000,465.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/08/03,,2023/08/25,8.0835234455,8.0835234455,,MB,,,"20240530",2023_465,"23"
2023.0000000000,1144.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/07/04,,2023/07/06,0.0995198773,0.1368303484,true,MB,,,"20240530",2023_1144,"23"
2023.0000000000,369.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,2023/05/02,2023/05/02,2023/05/02,,2023/05/15,56.4708505260,56.4708505260,,MB,,,"20240530",2023_369,"23"
2023.0000000000,1143.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/07/01,,2023/07/03,0.0995537726,0.1368751526,true,MB,,,"20240530",2023_1143,"23"
2023.0000000000,454.0000000000,MAFiMS,Landsat,Processed imagery,Human,2023/05/08,2023/05/08,2023/05/10,,2023/05/25,316.6493191300,316.6493191300,,MB,,,"20240530",2023_454,"23"
2023.0000000000,1145.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/09/19,,2023/10/03,1.9912900433,2.4389205375,true,MB,,,"20240530",2023_1145,"23"
2023.0000000000,459.0000000000,MAFiMS,Sentinel-2,Processed imagery,Natural,,,2023/07/04,,2023/07/25,1.9689421408,1.9689421408,,MB,,,"20240530",2023_459,"23"
2023.0000000000,376.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,,,2023/05/06,,2023/05/15,5.4909138644,5.4909138644,,MB,,,"20240530",2023_376,"23"
2023.0000000000,1161.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/09/08,,2023/09/25,4.9753866369,5.8822635809,true,MB,,,"20240530",2023_1161,"23"
2023.0000000000,1072.0000000000,Agency,Aerial survey,Buffered points,Human,,,2023/08/07,,2023/08/08,0.0994841600,0.1367831351,true,MB,,,"20240530",2023_1072,"23"
2023.0000000000,467.0000000000,MAFiMS,Landsat,Processed imagery,Natural,,,2023/09/11,,2023/10/05,5.0585985071,5.0585985071,,MB,,,"20240530",2023_467,"23"
2023.0000000000,1032.0000000000,Agency,Aerial survey,Direct from GPS,Human,,,2023/09/18,,2023/09/21,0.4242807319,0.5516027553,true,MB,,,"20240530",2023_1032,"23"
2023.0000000000,1073.0000000000,Agency,Aerial survey,Buffered points,Natural,,,2023/08/07,,2023/08/13,0.5974333487,0.7665266464,true,MB,,,"20240530",2023_1073,"23"
2023.0000000000,383.0000000000,MAFiMS,Sentinel-2,Processed imagery,Human,,,2023/05/16,,2023/05/25,5.6255085952,5.6255085952,,MB,,,"20240530",2023_383,"23"
