Y,X,fid,YEAR,NFIREID,BASRC,FIREMAPS,FIREMAPM,FIRECAUS,HS_SDATE,HS_EDATE,AG_SDATE,AG_EDATE,CAPDATE,POLY_HA,ADJ_HA,ADJ_FLAG,ADMIN_AREA,NATPARK,PRESCRIBED,VERSION,GID,dc_median,bui_median
60.87562477,-120.4673571,521,2023,48,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-19,2023-07-22,2023-07-17,2023-09-01,2023-08-15,419.7041716,419.7041716,,NT,,,20240530,2023_48,566.439026,132.294998
49.79622962,-99.56129297,522,2023,2142,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-05-05,2023-05-06,,,2023-05-22,885.4174048,885.4174048,,MB,,,20240530,2023_2142,274.188995,27.746
54.83355791,-72.33399679,523,2023,551,MAFiMS,Landsat,Processed imagery,Natural,2023-07-03,2023-07-08,2023-07-01,2023-08-03,2023-09-15,1031.705116,1031.705116,,QC,,,20240530,2023_551,214.010506,64.046501
56.37696935,-109.0175791,524,2023,669,MAFiMS,Landsat,Processed imagery,Natural,2023-09-22,2023-09-23,2023-09-22,2023-10-11,2023-10-08,537.4192377,537.4192377,,SK,,,20240530,2023_669,627.627014,111.316002
49.5210768,-122.0305657,525,2023,1372,Agency,Aerial survey,Direct from GPS,Natural,2023-09-17,2023-09-17,2023-08-28,2023-10-27,,48.36861532,52.38032292,TRUE,BC,,,20240530,2023_1372,482.544495,82.790997
63.57836091,-121.4821323,526,2023,335,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-08-05,2023-09-17,2023-08-05,2023-09-07,2023-09-23,6243.435626,6243.435626,,NT,,,20240530,2023_335,470.416001,98.894501
52.65465304,-95.72565657,527,2023,137,MAFiMS,Landsat,Processed imagery,Natural,2023-06-12,2023-06-15,2023-06-11,,2023-08-15,1282.980541,1282.980541,,MB,,,20240530,2023_137,235.503998,63.116501
51.89438393,-123.2325964,528,2023,1175,Agency,Ground survey,Direct from GPS,Human,2023-04-21,2023-04-21,2023-04-21,2023-05-02,,47.63514121,51.61643909,TRUE,BC,,,20240530,2023_1175,389.488999,40.359001
51.17282723,-78.25024769,529,2023,348,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-07,2023-10-01,2023-07-05,2023-10-23,2023-10-16,275209.0335,275209.0335,,QC,,,20240530,2023_348,387.174011,96.057999
65.86805578,-137.0956725,530,2023,941,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-08-05,2023-08-10,2023-07-29,2023-10-13,2023-08-26,501.8094896,501.8094896,,YT,,,20240530,2023_941,456.722992,106.282997
63.30928237,-114.7554615,531,2023,328,MAFiMS,Landsat,Processed imagery,Natural,2023-06-28,2023-09-10,2023-06-30,,2023-09-23,52529.31667,52529.31667,,NT,,,20240530,2023_328,665.592987,173.195007
54.53241252,-124.9628085,532,2023,857,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-11,2023-09-18,2023-07-10,,2023-09-15,5361.643869,5361.643869,,BC,,,20240530,2023_857,574.057496,84.325501
55.32613702,-125.3375323,533,2023,804,MAFiMS,Landsat,Processed imagery,Natural,2023-07-12,2023-07-20,2023-07-09,,2023-09-22,334.5079471,334.5079471,,BC,,,20240530,2023_804,507.035004,115.100998
54.52029387,-96.90604379,534,2023,112,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-08-12,2023-08-14,2023-07-02,,2023-09-02,345.3997808,345.3997808,,MB,,,20240530,2023_112,370.790009,63.134998
57.3141906,-106.6451506,535,2023,653,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-23,2023-07-24,2023-07-22,2023-08-17,2023-08-15,1402.476543,1402.476543,,SK,,,20240530,2023_653,334.506989,75.541
57.14255529,-113.7934845,536,2023,685,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-07-08,2023-09-27,,,2023-10-08,7730.472889,7730.472889,,AB,,,20240530,2023_685,246.436501,46.592499
51.51772627,-117.5505036,537,2023,792,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-08-02,2023-08-17,2023-08-01,2023-10-19,2023-09-07,497.5148391,497.5148391,,BC,,,20240530,2023_792,376.220001,94.116501
57.46827935,-120.1339929,538,2023,888,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-10,2023-09-23,2023-07-10,,2023-10-22,6705.107376,6705.107376,,BC,,,20240530,2023_888,443.371506,79.386501
64.4452667,-118.9428468,539,2023,243,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-08-01,2023-08-15,2023-08-01,2023-09-07,2023-09-15,5742.967937,5742.967937,,NT,,,20240530,2023_243,554.890015,123.969002
50.18146696,-116.7935443,540,2023,793,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-08-02,2023-08-14,2023-07-30,2023-09-29,2023-09-15,408.0561241,408.0561241,,BC,,,20240530,2023_793,283.292511,101.864998
57.68925496,-113.2211005,541,2023,679,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-05-28,2023-09-22,2023-05-27,,2023-10-08,12088.61281,12088.61281,,AB,,,20240530,2023_679,292.512009,83.3335
65.71673416,-115.5969117,542,2023,85,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-19,2023-08-12,2023-07-22,2023-09-07,2023-08-30,12544.37692,12544.37692,,NT,,,20240530,2023_85,491.910004,121.518997
55.27970903,-106.2868071,543,2023,652,MAFiMS,Landsat,Processed imagery,Natural,2023-05-11,2023-09-27,2023-05-11,2023-11-29,2023-10-08,44049.65308,44049.65308,,SK,,,20240530,2023_652,329.856003,98.532997
59.35321184,-123.2066492,544,2023,353,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-09-01,2023-09-24,2023-07-15,,2023-10-13,24286.66588,24286.66588,,BC,,,20240530,2023_353,472.270996,91.222
62.5303584,-124.5178594,545,2023,38,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-05-16,2023-05-28,2023-05-17,2023-09-07,2023-06-15,11861.84619,11861.84619,,NT,,,20240530,2023_38,144.022995,56.591999
56.35665763,-107.9422831,546,2023,661,MAFiMS,Landsat,Processed imagery,Natural,2023-05-29,2023-09-23,2023-05-29,2023-10-11,2023-10-08,33758.63561,33758.63561,,SK,,,20240530,2023_661,458.60849,84.267998
60.09868562,-112.4952179,547,2023,317,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-05-29,2023-09-26,2023-05-28,,2023-10-13,35423.43831,35423.43831,,NT,,,20240530,2023_317,940.619019,216.608002
59.68857973,-112.2905723,548,2023,317,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-05-29,2023-09-26,2023-05-28,,2023-10-13,304427.2883,304427.2883,,PC,WB,,20240530,2023_317,718.259491,169.064003
64.08986459,-136.8378049,549,2023,962,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-07-18,2023-08-07,2023-07-20,2023-10-27,2023-08-22,1055.064222,1055.064222,,YT,,,20240530,2023_962,382.829987,76.805
59.81913129,-109.4568362,550,2023,606,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-05-19,2023-06-12,2023-05-19,2023-06-29,2023-07-30,18040.22943,18040.22943,,SK,,,20240530,2023_606,284.001007,85.203499
64.0255119,-135.9669921,551,2023,957,MAFiMS,Landsat,Processed imagery,Natural,2023-07-20,2023-08-07,2023-07-20,2023-10-27,2023-08-30,11151.40222,11151.40222,,YT,,,20240530,2023_957,436.584991,89.859001
61.42571911,-110.4490099,552,2023,311,MAFiMS,Landsat,Processed imagery,Natural,2023-07-12,2023-09-15,2023-06-29,,2023-09-22,61515.19364,61515.19364,,NT,,,20240530,2023_311,661.656006,148.722
62.20515608,-130.901204,553,2023,937,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-06-27,2023-06-28,2023-06-28,2023-09-29,2023-07-08,715.1573134,715.1573134,,YT,,,20240530,2023_937,311.904999,71.342499
52.80820561,-126.6332223,554,2023,826,MAFiMS,Landsat,Processed imagery,Natural,2023-07-09,2023-09-04,2023-07-08,2023-11-10,2023-09-15,1672.883895,1672.883895,,BC,,,20240530,2023_826,408.05101,80.438499
49.52492945,-69.76581269,555,2023,472,MAFiMS,Landsat,Processed imagery,Natural,2023-06-03,2023-06-05,2023-06-01,2023-07-31,2023-08-08,11544.68592,11544.68592,,QC,,,20240530,2023_472,79.462997,36.373001
53.09294318,-64.31916757,556,2023,590,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-12,2023-06-26,2023-06-12,,2023-07-07,6529.575109,6529.575109,,NL,,,20240530,2023_590,103.923001,27.434
55.82602059,-109.3621709,557,2023,351,MAFiMS,Landsat,Processed imagery,Human,2023-05-02,2023-09-23,2023-04-29,2023-07-11,2023-07-15,67318.45761,67318.45761,,SK,,,20240530,2023_351,339.242004,104.449997
64.78840204,-115.1617329,558,2023,39,MAFiMS,Landsat,Processed imagery,Natural,2023-08-02,2023-08-10,2023-08-02,2023-09-07,2023-08-30,1659.108352,1659.108352,,NT,,,20240530,2023_39,626.270996,139.248993
49.71404599,-114.9175084,559,2023,786,MAFiMS,Landsat,Processed imagery,Natural,2023-07-21,2023-08-17,2023-07-21,2023-10-25,2023-09-07,1027.759108,1027.759108,,BC,,,20240530,2023_786,453.516998,106.325996
63.6281482,-126.8932308,560,2023,1927,Agency,Undefined,Undefined,Natural,2023-08-26,2023-08-30,2023-08-29,,2023-08-15,209.561631,214.4601079,TRUE,NT,,,20240530,2023_1927,329.968994,17.105
58.75395397,-127.6713915,561,2023,782,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-09-01,2023-09-10,2023-09-01,,2023-09-15,1249.924149,1249.924149,,BC,,,20240530,2023_782,745.903992,121.227997
60.46587441,-108.0468791,562,2023,238,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-23,2023-08-13,2023-07-28,,2023-09-15,7596.747629,7596.747629,,NT,,,20240530,2023_238,447.684998,116.676499
58.70598657,-108.6112236,563,2023,663,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-29,2023-07-01,2023-07-04,2023-07-04,2023-07-30,505.1936919,505.1936919,,SK,,,20240530,2023_663,291.358002,63.719999
59.60879095,-111.0375597,564,2023,318,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-06-30,2023-09-27,,,2023-10-13,114706.5093,114706.5093,,AB,,,20240530,2023_318,637.86499,150.787003
60.61907788,-111.8632937,565,2023,313,MAFiMS,Landsat,Processed imagery,Natural,2023-07-03,2023-10-03,2023-07-05,,2023-09-22,475756.9035,475756.9035,,NT,,,20240530,2023_313,757.8685,170.839501
60.79388887,-120.9824323,566,2023,229,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-08-25,2023-09-09,2023-07-17,,2023-09-22,1065.801136,1065.801136,,NT,,,20240530,2023_229,493.700012,88.496002
62.91116876,-133.9486524,567,2023,954,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-07-23,2023-08-07,2023-07-23,2023-09-29,2023-08-22,1174.310971,1174.310971,,YT,,,20240530,2023_954,432.7715,76.7995
48.90904711,-76.39044712,568,2023,345,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-01,2023-08-20,2023-06-01,2023-10-17,2023-09-02,359130.8915,359130.8915,,QC,,,20240530,2023_345,223.496506,81.121002
49.5571831,-68.6861494,569,2023,519,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-02,2023-07-04,2023-06-01,2023-07-31,2023-09-07,10122.73007,10122.73007,,QC,,,20240530,2023_519,87.240498,38.9095
54.87386365,-125.7684357,570,2023,861,MAFiMS,Landsat,Processed imagery,Natural,2023-07-09,2023-09-22,2023-07-07,2024-01-25,2023-10-15,6384.006049,6384.006049,,BC,,,20240530,2023_861,510.736496,104.704998
53.15427713,-77.69054004,571,2023,347,MAFiMS,Landsat,Processed imagery,Natural,2023-07-06,2023-10-01,2023-07-05,2023-10-23,2023-09-25,441429.162,441429.162,,QC,,,20240530,2023_347,406.586503,117.432499
60.44971712,-113.843336,572,2023,319,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-04,2023-10-02,2023-07-04,,2023-10-08,11184.7285,11184.7285,,PC,WB,,20240530,2023_319,610.267029,149.227997
51.33424765,-77.16745719,573,2023,564,MAFiMS,Landsat,Processed imagery,Natural,2023-07-05,2023-09-29,2023-07-05,2023-09-18,2023-09-22,52696.06997,52696.06997,,QC,,,20240530,2023_564,334.958008,75.813004
50.36217251,-117.6076137,574,2023,799,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-08-01,2023-08-06,2023-07-31,2023-09-27,2023-09-15,748.5704258,748.5704258,,BC,,,20240530,2023_799,307.132508,105.5145
64.72892264,-115.9935302,575,2023,49,MAFiMS,Landsat,Processed imagery,Natural,2023-07-24,2023-08-10,2023-07-30,2023-09-07,2023-08-30,15933.01751,15933.01751,,NT,,,20240530,2023_49,611.730011,137.078003
61.05913716,-121.1724342,576,2023,324,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-20,2023-09-22,2023-07-20,,2023-09-30,10608.74615,10608.74615,,NT,,,20240530,2023_324,523.380005,91.434002
57.98451322,-113.1296904,577,2023,678,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-05-28,2023-10-20,2023-05-28,,2023-10-08,49732.05249,49732.05249,,AB,,,20240530,2023_678,333.411499,92.653999
64.8226119,-119.7431803,578,2023,99,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-10,2023-08-12,2023-07-23,2023-09-07,2023-08-30,18750.65975,18750.65975,,NT,,,20240530,2023_99,488.739502,117.807499
60.15291088,-110.9119874,579,2023,314,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-26,2023-09-24,2023-05-31,2023-06-05,2023-09-30,65708.14578,65708.14578,,NT,,,20240530,2023_314,819.976013,164.585007
62.76805538,-115.3452788,580,2023,331,MAFiMS,Landsat,Processed imagery,Natural,2023-07-03,2023-09-12,2023-06-28,2023-09-15,2023-09-23,141468.1885,141468.1885,,NT,,,20240530,2023_331,673.231995,177.444
56.81655142,-108.6920231,581,2023,666,MAFiMS,Landsat,Processed imagery,Natural,2023-07-21,2023-07-31,2023-07-21,2023-09-14,2023-09-15,354.7524689,354.7524689,,SK,,,20240530,2023_666,425.275498,91.811001
50.44475854,-81.19303834,582,2023,178,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-07,2023-07-13,2023-06-30,2023-10-17,2023-09-17,519.0439118,519.0439118,,ON,,,20240530,2023_178,248.923004,43.794998
56.65539533,-98.33331548,583,2023,130,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-24,2023-06-30,2023-06-18,,2023-07-31,2292.857416,2292.857416,,MB,,,20240530,2023_130,174.287003,48.018002
65.91050514,-138.0776404,584,2023,951,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-07-28,2023-08-08,2023-07-30,2023-10-13,2023-08-30,3212.868769,3212.868769,,YT,,,20240530,2023_951,442.925995,91.956001
51.06335234,-79.08738419,585,2023,2141,MAFiMS,Landsat,Processed imagery,Undetermined,2023-09-29,2023-10-02,,,2023-10-15,1349.576348,1349.576348,,QC,,,20240530,2023_2141,431.216996,66.371498
53.03584286,-123.3949622,586,2023,755,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-08,2023-07-13,2023-07-07,2023-08-05,2023-07-30,1158.29642,1158.29642,,BC,,,20240530,2023_755,533.330994,101.276001
53.47495433,-83.0034914,587,2023,190,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-07-23,2023-08-27,,,2023-09-13,1395.765871,1395.765871,,ON,,,20240530,2023_190,245.421997,31.582
67.00781912,-128.8337232,588,2023,95,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-27,2023-08-15,2023-07-27,2023-09-06,2023-09-02,1715.827686,1715.827686,,NT,,,20240530,2023_95,507.269501,143.154999
55.28326019,-123.6211063,589,2023,849,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-25,2023-09-22,2023-06-23,,2023-09-15,19209.36769,19209.36769,,BC,,,20240530,2023_849,476.385986,121.165001
59.04511978,-110.825259,590,2023,367,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-05-28,2023-09-23,,,2023-10-13,90522.33813,90522.33813,,AB,,,20240530,2023_367,552.229493,124.830502
55.84979584,-109.7913604,591,2023,671,MAFiMS,Landsat,Processed imagery,Natural,2023-05-30,2023-07-24,2023-06-02,2023-08-05,2023-09-15,2793.924986,2793.924986,,SK,,,20240530,2023_671,404.462006,120.852997
52.4822719,-89.25345197,592,2023,1640,Agency,Undefined,Undefined,Natural,2023-06-21,2023-06-27,2023-06-22,2023-07-30,,97.89231946,88.95469286,TRUE,ON,,,20240530,2023_1640,239.192498,72.7155
57.77064801,-97.77472562,593,2023,133,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-20,2023-07-20,2023-07-20,,2023-08-15,689.1734787,689.1734787,,MB,,,20240530,2023_133,133.401001,25.634001
53.91618301,-117.6004075,594,2023,719,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-05-05,2023-05-13,2023-05-06,,2023-05-15,422.3650386,422.3650386,,AB,,,20240530,2023_719,196.059998,53.459999
62.66609183,-137.8580341,595,2023,974,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-08-02,2023-08-28,,,2023-09-15,1032.841715,1032.841715,,YT,,,20240530,2023_974,482.826996,89.709
57.35803806,-113.3881314,596,2023,682,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-29,2023-09-27,2023-06-29,,2023-10-08,14655.93268,14655.93268,,AB,,,20240530,2023_682,215.826996,48.592999
53.5190257,-82.6498661,597,2023,187,MAFiMS,Landsat,Processed imagery,Undetermined,2023-07-21,2023-08-05,,,2023-08-30,1239.600393,1239.600393,,ON,,,20240530,2023_187,242.604996,30.5375
64.1198848,-133.5221108,598,2023,935,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-07-22,2023-08-06,2023-07-24,2023-10-27,2023-08-22,401.1417213,401.1417213,,YT,,,20240530,2023_935,365.358002,81.667
68.54344314,-133.2675158,599,2023,254,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-25,2023-08-17,2023-07-25,2023-09-29,2023-09-15,35391.18646,35391.18646,,NT,,,20240530,2023_254,480.148514,101.322998
51.22596803,-73.98842528,600,2023,546,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-20,2023-07-10,2023-06-13,2023-07-29,2023-09-08,25158.40821,25158.40821,,QC,,,20240530,2023_546,206.497002,68.851501
51.1255292,-90.84634248,601,2023,174,MAFiMS,Landsat,Processed imagery,Natural,2023-06-21,2023-07-06,2023-06-09,2023-08-25,2023-08-08,3086.398557,3086.398557,,ON,,,20240530,2023_174,330.058991,101.626
55.76889273,-126.3765385,602,2023,809,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-26,2023-07-20,2023-06-25,,2023-08-15,541.3885768,541.3885768,,BC,,,20240530,2023_809,351.7715,103.149998
53.72922225,-71.46081524,603,2023,544,MAFiMS,Landsat,Processed imagery,Natural,2023-06-25,2023-06-26,2023-06-24,2023-07-20,2023-09-16,5264.265523,5264.265523,,QC,,,20240530,2023_544,140.535995,49.116001
50.39187854,-72.22916649,604,2023,491,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-13,2023-06-13,2023-06-05,2023-07-12,2023-08-01,2288.709458,2288.709458,,QC,,,20240530,2023_491,139.102997,51.558998
49.11709897,-120.0129194,605,2023,854,MAFiMS,Landsat,Processed imagery,Natural,2023-07-19,2023-10-28,2023-07-22,2023-10-26,2023-09-15,36068.68471,36068.68471,,BC,,,20240530,2023_854,594.78302,162.811005
56.87802019,-67.35869055,606,2023,529,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-03,2023-07-06,2023-07-07,2023-08-01,2023-08-08,8774.131033,8774.131033,,QC,,,20240530,2023_529,155.753006,56.394001
54.83727432,-103.4123639,607,2023,625,MAFiMS,Sentinel-2,Processed imagery,Human,2023-05-19,2023-06-16,2023-05-18,2023-07-30,2023-07-15,7916.000391,7916.000391,,SK,,,20240530,2023_625,237.933503,85.193497
53.57276667,-78.12243635,608,2023,580,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-22,2023-07-25,2023-07-22,2023-08-16,2023-09-15,1007.703654,1007.703654,,QC,,,20240530,2023_580,319.604004,45.661999
47.95981676,-75.03785709,609,2023,501,MAFiMS,Landsat,Processed imagery,Natural,2023-06-01,2023-06-12,2023-06-01,2023-07-09,2023-08-01,1550.523129,1550.523129,,QC,,,20240530,2023_501,58.7675,32.530001
65.50475782,-114.684849,610,2023,18,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-20,2023-08-12,2023-07-22,2023-09-07,2023-08-30,1582.074685,1582.074685,,NT,,,20240530,2023_18,494.636505,124.713001
58.96952615,-102.5356121,611,2023,612,MAFiMS,Landsat,Processed imagery,Natural,2023-07-01,2023-07-01,2023-07-01,2023-07-10,2023-07-30,521.3381139,521.3381139,,SK,,,20240530,2023_612,215.307503,53.255501
58.39967505,-119.6019227,612,2023,354,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-05-03,2023-11-23,2023-06-04,,2023-10-13,217957.9433,217957.9433,,AB,,,20240530,2023_354,571.740509,105.807999
58.71737499,-120.5325834,613,2023,354,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-05-03,2023-11-23,2023-06-04,,2023-10-13,328202.7419,328202.7419,,BC,,,20240530,2023_354,626.341003,107.061996
65.54900538,-135.3665253,614,2023,927,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-07-28,2023-08-09,2023-08-05,2023-10-25,2023-08-23,4890.422114,4890.422114,,YT,,,20240530,2023_927,447.557007,105.335999
65.47829958,-116.357231,615,2023,329,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-29,2023-08-12,2023-06-30,2023-09-07,2023-09-23,58032.3662,58032.3662,,NT,,,20240530,2023_329,480.496994,111.818001
49.21114403,-114.9923242,616,2023,787,MAFiMS,Landsat,Processed imagery,Natural,2023-08-07,2023-08-19,2023-08-06,2023-10-25,2023-09-07,1136.544734,1136.544734,,BC,,,20240530,2023_787,602.987,127.624001
53.64541559,-109.8363558,617,2023,674,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-04-29,2023-05-09,,,2023-06-15,132.4748471,132.4748471,,SK,,,20240530,2023_674,467.217987,119.667999
48.91087639,-75.18447925,618,2023,516,MAFiMS,Landsat,Processed imagery,Natural,2023-06-02,2023-06-26,2023-06-01,2023-07-23,2023-08-01,17764.03657,17764.03657,,QC,,,20240530,2023_516,235.627495,91.049999
49.27115261,-71.8216136,619,2023,600,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-03,2023-06-04,2023-06-01,2023-06-21,2023-09-25,337.4277449,337.4277449,,QC,,,20240530,2023_600,113.449497,43.5075
58.05405754,-123.4554346,620,2023,726,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-05-13,2023-07-10,2023-05-11,,2023-07-30,15558.18564,15558.18564,,BC,,,20240530,2023_726,449.194,91.463997
63.81020597,-122.3741845,621,2023,270,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-08-01,2023-08-01,2023-07-31,2023-09-06,2023-09-23,34.28067837,34.28067837,,NT,,,20240530,2023_270,398.505005,72.718002
60.12939452,-123.821876,622,2023,64,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-28,2023-07-05,2023-06-10,,2023-08-15,89.97909579,89.97909579,,NT,,,20240530,2023_64,563.199005,79.689499
59.46671241,-132.8508064,623,2023,783,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-08-06,2023-09-10,2023-08-05,2023-11-21,2023-09-15,1125.033918,1125.033918,,BC,,,20240530,2023_783,537.963989,81.100998
54.91515288,-70.34604015,624,2023,543,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-03,2023-07-05,2023-07-02,2023-07-20,2023-09-08,4757.216927,4757.216927,,QC,,,20240530,2023_543,132.423996,40.0415
48.15525016,-83.80510092,625,2023,155,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-07,2023-07-02,2023-06-01,2023-08-30,2023-08-08,742.2394536,742.2394536,,ON,,,20240530,2023_155,201.794006,69.695999
52.09519284,-58.9261594,626,2023,586,MAFiMS,Landsat,Processed imagery,Natural,2023-06-25,2023-06-27,2023-06-26,,2023-09-22,3676.859117,3676.859117,,NL,,,20240530,2023_586,115.8055,30.9335
56.54894657,-104.2331346,627,2023,632,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-05-13,2023-07-22,2023-05-12,2023-07-10,2023-06-22,1161.895753,1161.895753,,SK,,,20240530,2023_632,173.817993,63.415001
47.70203396,-82.40920789,628,2023,157,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-04,2023-06-09,2023-06-01,2023-08-31,2023-06-30,2696.769856,2696.769856,,ON,,,20240530,2023_157,168.285004,63.463001
63.80307587,-115.7099464,629,2023,81,MAFiMS,Landsat,Processed imagery,Natural,2023-07-05,2023-08-17,2023-06-30,2023-10-01,2023-09-02,8448.025329,8448.025329,,NT,,,20240530,2023_81,608.913025,145.255997
56.50145979,-109.4347259,630,2023,981,Agency,Sentinel-2,Manually delineated,Human,2023-05-05,2023-05-05,2023-04-30,2023-05-16,,332.8385422,332.8385422,,SK,,,20240530,2023_981,320.634491,70.692001
65.3856387,-138.7667949,631,2023,2096,Agency,Landsat,Manually delineated,Natural,2023-07-30,2023-08-01,2023-08-13,2023-10-13,,114.2311453,114.2311453,,YT,,,20240530,2023_2096,443.38501,96.736
53.8685093,-97.28928015,632,2023,445,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-31,2023-07-31,2023-08-03,,2023-09-22,23.22743816,23.22743816,,MB,,,20240530,2023_445,,
52.18601796,-96.24253115,633,2023,394,MAFiMS,Landsat,Processed imagery,Natural,2023-06-04,2023-06-04,2023-06-04,,2023-06-17,15.27709814,15.27709814,,MB,,,20240530,2023_394,236.296997,75.994003
63.88108155,-113.9459794,634,2023,77,MAFiMS,Landsat,Processed imagery,Natural,2023-07-25,2023-08-17,2023-07-23,,2023-09-02,5269.225801,5269.225801,,NT,,,20240530,2023_77,701.164001,158.645004
50.93909145,-116.4680237,635,2023,788,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-07-31,2023-08-17,2023-07-30,2023-10-24,2023-09-22,655.0052497,655.0052497,,BC,,,20240530,2023_788,396.165009,112.674004
54.62514479,-62.52405002,636,2023,589,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-06-03,2023-06-04,,,2023-07-05,1488.881491,1488.881491,,NL,,,20240530,2023_589,44.2645,15.5325
57.65650905,-117.8551271,637,2023,696,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-02-12,2023-11-25,2023-06-24,,2023-09-15,4597.483722,4597.483722,,AB,,,20240530,2023_696,582.666992,86.457001
62.98825296,-134.4166234,638,2023,2088,Agency,Landsat,Manually delineated,Natural,2023-07-24,2023-08-07,2023-07-24,2023-09-29,,830.7245208,830.7245208,,YT,,,20240530,2023_2088,493.618011,89.873001
56.94668494,-119.7253658,639,2023,698,MAFiMS,Sentinel-2,Processed imagery,Undetermined,2023-06-30,2023-10-09,,,2023-10-10,7364.341398,7364.341398,,AB,,,20240530,2023_698,510.429001,76.365498
52.99694165,-73.2331305,640,2023,339,MAFiMS,Sentinel-2,Processed imagery,Natural,2023-06-02,2023-07-05,2023-06-01,2023-08-29,2023-09-14,271374.0299,271374.0299,,QC,,,20240530,2023_339,174.150002,56.3325
49.24095684,-75.3170437,641,2023,515,MAFiMS,Landsat,Processed imagery,Natural,2023-06-02,2023-06-06,2023-06-01,2023-07-17,2023-08-01,1828.434506,1828.434506,,QC,,,20240530,2023_515,127.731999,49.318001
